stream,source_system,mimic_code,mimic_display,expected_code,expected_system,reason,comment
medication-gsn,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-gsn,011569,Penlet II Blood Sampler,,http://www.nlm.nih.gov/research/umls/rxnorm,no-suitable-concept,code-search returned no match within (http://www.nlm.nih.gov/research/umls/rxnorm)(TTY=IN;TTY=PIN;TTY=MIN;TTY=BN;TTY=SCD;TTY=GPCK;TTY=BPCK) or its ingredient-only subset.
medication-gsn,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-gsn,049376,needle (reusable) 30 G [BD Yale Regular Bevel],,http://www.nlm.nih.gov/research/umls/rxnorm,no-suitable-concept,code-search returned no match within (http://www.nlm.nih.gov/research/umls/rxnorm)(TTY=IN;TTY=PIN;TTY=MIN;TTY=BN;TTY=SCD;TTY=GPCK;TTY=BPCK) or its ingredient-only subset.
medication-gsn,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-gsn,060200,emollient combination no.10 [Biafine Emulsion],,http://www.nlm.nih.gov/research/umls/rxnorm,no-suitable-concept,"code-search proposed 38623 'triethanolamine' at 0.80, below the 0.85 threshold."
medication-gsn,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-gsn,063230,TENS Units,,http://www.nlm.nih.gov/research/umls/rxnorm,no-suitable-concept,code-search returned no match within (http://www.nlm.nih.gov/research/umls/rxnorm)(TTY=IN;TTY=PIN;TTY=MIN;TTY=BN;TTY=SCD;TTY=GPCK;TTY=BPCK) or its ingredient-only subset.
medication-gsn,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-gsn,066364,"PNV with Ca,no.70-iron-FA-dha [Calcium PNV]",,http://www.nlm.nih.gov/research/umls/rxnorm,no-suitable-concept,"code-search proposed 797463 'prenatal vitamin with minerals and folic acid greater than 0.8 MG Oral Tablet' at 0.75, below the 0.85 threshold."
medication-gsn,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-gsn,079358,multivit-min-ferrous sulfate [One Daily Multi-Vit w-Mineral],,http://www.nlm.nih.gov/research/umls/rxnorm,no-suitable-concept,code-search returned no match within (http://www.nlm.nih.gov/research/umls/rxnorm)(TTY=IN;TTY=PIN;TTY=MIN;TTY=BN;TTY=SCD;TTY=GPCK;TTY=BPCK) or its ingredient-only subset.
medication-gsn,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-gsn,043889,docosahexanoic acid,,http://www.nlm.nih.gov/research/umls/rxnorm,no-suitable-concept,"code-search proposed 144450 'docosahexaenoic acid' at 0.65, below the 0.85 threshold."
medication-gsn,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-gsn,063963,vit B cmplx #9-FA-vit C-vit E,,http://www.nlm.nih.gov/research/umls/rxnorm,no-suitable-concept,code-search returned no match within (http://www.nlm.nih.gov/research/umls/rxnorm)(TTY=IN;TTY=PIN;TTY=MIN;TTY=BN;TTY=SCD;TTY=GPCK;TTY=BPCK) or its ingredient-only subset.
medication-gsn,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-gsn,069116,Silver Gel,,http://www.nlm.nih.gov/research/umls/rxnorm,no-suitable-concept,"code-search proposed 416434 'silver mono(2-aminoethyl)phosphate 0.05 MG/MG Topical Gel' at 0.50, below the 0.85 threshold."
medication-gsn,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-gsn,005815,Neutrogena Acne Mask,,http://www.nlm.nih.gov/research/umls/rxnorm,no-suitable-concept,code-search returned no match within (http://www.nlm.nih.gov/research/umls/rxnorm)(TTY=IN;TTY=PIN;TTY=MIN;TTY=BN;TTY=SCD;TTY=GPCK;TTY=BPCK) or its ingredient-only subset.
medication-gsn,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-gsn,011718,Multivitamins-Calcium Carb,,http://www.nlm.nih.gov/research/umls/rxnorm,no-suitable-concept,code-search returned no match within (http://www.nlm.nih.gov/research/umls/rxnorm)(TTY=IN;TTY=PIN;TTY=MIN;TTY=BN;TTY=SCD;TTY=GPCK;TTY=BPCK) or its ingredient-only subset.
medication-gsn,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-gsn,062773,Caltrate 600+D Plus Minerals,,http://www.nlm.nih.gov/research/umls/rxnorm,no-suitable-concept,"code-search proposed 1372696 'Caltrate Plus D' at 0.75, below the 0.85 threshold."
medication-gsn,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-gsn,075732,Taltz Syringe (3 Pack),,http://www.nlm.nih.gov/research/umls/rxnorm,no-suitable-concept,"code-search proposed 1745099 'ixekizumab' at 0.80, below the 0.85 threshold."
medication-gsn,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-gsn,060588,SOMBRA Natural Pain Relieving,,http://www.nlm.nih.gov/research/umls/rxnorm,no-suitable-concept,"code-search proposed 1090951 'SOMBRA Warm Pain Relieving Gel' at 0.70, below the 0.85 threshold."
medication-gsn,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-gsn,049098,needle (disp) 25 G [BD Regular Bevel Needles],,http://www.nlm.nih.gov/research/umls/rxnorm,no-suitable-concept,code-search returned no match within (http://www.nlm.nih.gov/research/umls/rxnorm)(TTY=IN;TTY=PIN;TTY=MIN;TTY=BN;TTY=SCD;TTY=GPCK;TTY=BPCK) or its ingredient-only subset.
medication-gsn,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-gsn,059663,ESSENTIAL Man 50+,,http://www.nlm.nih.gov/research/umls/rxnorm,no-suitable-concept,code-search returned no match within (http://www.nlm.nih.gov/research/umls/rxnorm)(TTY=IN;TTY=PIN;TTY=MIN;TTY=BN;TTY=SCD;TTY=GPCK;TTY=BPCK) or its ingredient-only subset.
medication-gsn,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-gsn,050255,folic acid-B complex & C no.10 [Nephronex],,http://www.nlm.nih.gov/research/umls/rxnorm,no-suitable-concept,code-search returned no match within (http://www.nlm.nih.gov/research/umls/rxnorm)(TTY=IN;TTY=PIN;TTY=MIN;TTY=BN;TTY=SCD;TTY=GPCK;TTY=BPCK) or its ingredient-only subset.
medication-gsn,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-gsn,058285,Women's Pack,,http://www.nlm.nih.gov/research/umls/rxnorm,no-suitable-concept,code-search returned no match within (http://www.nlm.nih.gov/research/umls/rxnorm)(TTY=IN;TTY=PIN;TTY=MIN;TTY=BN;TTY=SCD;TTY=GPCK;TTY=BPCK) or its ingredient-only subset.
medication-gsn,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-gsn,060981,Theraflu Multi-Symptom Cold,,http://www.nlm.nih.gov/research/umls/rxnorm,no-suitable-concept,code-search returned no match within (http://www.nlm.nih.gov/research/umls/rxnorm)(TTY=IN;TTY=PIN;TTY=MIN;TTY=BN;TTY=SCD;TTY=GPCK;TTY=BPCK) or its ingredient-only subset.
medication-gsn,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-gsn,049094,needle (disp) 23 gauge,,http://www.nlm.nih.gov/research/umls/rxnorm,no-suitable-concept,code-search returned no match within (http://www.nlm.nih.gov/research/umls/rxnorm)(TTY=IN;TTY=PIN;TTY=MIN;TTY=BN;TTY=SCD;TTY=GPCK;TTY=BPCK) or its ingredient-only subset.
medication-gsn,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-gsn,067125,Multivitamin Women 50 Plus,,http://www.nlm.nih.gov/research/umls/rxnorm,no-suitable-concept,code-search returned no match within (http://www.nlm.nih.gov/research/umls/rxnorm)(TTY=IN;TTY=PIN;TTY=MIN;TTY=BN;TTY=SCD;TTY=GPCK;TTY=BPCK) or its ingredient-only subset.
medication-gsn,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-gsn,046238,Wellbutrin SR,,http://www.nlm.nih.gov/research/umls/rxnorm,no-suitable-concept,"code-search proposed 993518 'buPROPion HCl 150 MG 12HR Extended Release Oral Tablet' at 0.80, below the 0.85 threshold."
medication-gsn,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-gsn,008323,Uristix 4,,http://www.nlm.nih.gov/research/umls/rxnorm,no-suitable-concept,code-search returned no match within (http://www.nlm.nih.gov/research/umls/rxnorm)(TTY=IN;TTY=PIN;TTY=MIN;TTY=BN;TTY=SCD;TTY=GPCK;TTY=BPCK) or its ingredient-only subset.
medication-gsn,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-gsn,070459,mag oxide-D3-turmeric rt xt,,http://www.nlm.nih.gov/research/umls/rxnorm,no-suitable-concept,code-search returned no match within (http://www.nlm.nih.gov/research/umls/rxnorm)(TTY=IN;TTY=PIN;TTY=MIN;TTY=BN;TTY=SCD;TTY=GPCK;TTY=BPCK) or its ingredient-only subset.
medication-gsn,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-gsn,022393,Undergarment Extra Absorbent,,http://www.nlm.nih.gov/research/umls/rxnorm,no-suitable-concept,code-search returned no match within (http://www.nlm.nih.gov/research/umls/rxnorm)(TTY=IN;TTY=PIN;TTY=MIN;TTY=BN;TTY=SCD;TTY=GPCK;TTY=BPCK) or its ingredient-only subset.
medication-gsn,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-gsn,065455,Resvertl-Pomegrn-Grn T-Grp-Aci,,http://www.nlm.nih.gov/research/umls/rxnorm,no-suitable-concept,"code-search proposed 1000492 'resveratrol' at 0.60, below the 0.85 threshold."
medication-gsn,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-gsn,074165,Estroven,,http://www.nlm.nih.gov/research/umls/rxnorm,no-suitable-concept,"code-search proposed 4100 'estrogens' at 0.75, below the 0.85 threshold."
medication-gsn,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-gsn,076785,cefuroxime sodium-0.9%NaCl(PF),,http://www.nlm.nih.gov/research/umls/rxnorm,no-suitable-concept,"code-search proposed 204144 'cefuroxime sodium' at 0.80, below the 0.85 threshold."
medication-gsn,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-gsn,043363,calcium-magnesium-copper-zinc,,http://www.nlm.nih.gov/research/umls/rxnorm,no-suitable-concept,code-search returned no match within (http://www.nlm.nih.gov/research/umls/rxnorm)(TTY=IN;TTY=PIN;TTY=MIN;TTY=BN;TTY=SCD;TTY=GPCK;TTY=BPCK) or its ingredient-only subset.
medication-gsn,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-gsn,002485,Therapeutic M,,http://www.nlm.nih.gov/research/umls/rxnorm,no-suitable-concept,"code-search proposed 1146125 'Moisturel Therapeutic' at 0.75, below the 0.85 threshold."
medication-gsn,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-gsn,066041,Metanx,,http://www.nlm.nih.gov/research/umls/rxnorm,no-suitable-concept,code-search returned no match within (http://www.nlm.nih.gov/research/umls/rxnorm)(TTY=IN;TTY=PIN;TTY=MIN;TTY=BN;TTY=SCD;TTY=GPCK;TTY=BPCK) or its ingredient-only subset.
medication-gsn,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-gsn,067408,Slow Release Iron,,http://www.nlm.nih.gov/research/umls/rxnorm,no-suitable-concept,"code-search proposed 90176 'iron' at 0.82, below the 0.85 threshold."
medication-gsn,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-gsn,027614,foam bandage,,http://www.nlm.nih.gov/research/umls/rxnorm,no-suitable-concept,code-search returned no match within (http://www.nlm.nih.gov/research/umls/rxnorm)(TTY=IN;TTY=PIN;TTY=MIN;TTY=BN;TTY=SCD;TTY=GPCK;TTY=BPCK) or its ingredient-only subset.
medication-gsn,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-gsn,019538,syringe with needle,,http://www.nlm.nih.gov/research/umls/rxnorm,no-suitable-concept,code-search returned no match within (http://www.nlm.nih.gov/research/umls/rxnorm)(TTY=IN;TTY=PIN;TTY=MIN;TTY=BN;TTY=SCD;TTY=GPCK;TTY=BPCK) or its ingredient-only subset.
medication-gsn,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-gsn,043044,Visine Tears,,http://www.nlm.nih.gov/research/umls/rxnorm,no-suitable-concept,"code-search proposed 1008842 'glycerin / hypromellose' at 0.80, below the 0.85 threshold."
medication-gsn,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-gsn,004312,Orphenadrine Compound Forte,,http://www.nlm.nih.gov/research/umls/rxnorm,no-suitable-concept,"code-search proposed 814872 'acetaminophen / orphenadrine' at 0.80, below the 0.85 threshold."
medication-gsn,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-gsn,063640,Pro-Stat 101,,http://www.nlm.nih.gov/research/umls/rxnorm,no-suitable-concept,code-search returned no match within (http://www.nlm.nih.gov/research/umls/rxnorm)(TTY=IN;TTY=PIN;TTY=MIN;TTY=BN;TTY=SCD;TTY=GPCK;TTY=BPCK) or its ingredient-only subset.
medication-gsn,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-gsn,069679,Women's 50 Plus Multivitamin,,http://www.nlm.nih.gov/research/umls/rxnorm,no-suitable-concept,code-search returned no match within (http://www.nlm.nih.gov/research/umls/rxnorm)(TTY=IN;TTY=PIN;TTY=MIN;TTY=BN;TTY=SCD;TTY=GPCK;TTY=BPCK) or its ingredient-only subset.
medication-gsn,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-gsn,061315,VSL#3 DS,,http://www.nlm.nih.gov/research/umls/rxnorm,no-suitable-concept,code-search returned no match within (http://www.nlm.nih.gov/research/umls/rxnorm)(TTY=IN;TTY=PIN;TTY=MIN;TTY=BN;TTY=SCD;TTY=GPCK;TTY=BPCK) or its ingredient-only subset.
medication-gsn,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-gsn,077531,Adult Multivitamin with Iron,,http://www.nlm.nih.gov/research/umls/rxnorm,no-suitable-concept,code-search returned no match within (http://www.nlm.nih.gov/research/umls/rxnorm)(TTY=IN;TTY=PIN;TTY=MIN;TTY=BN;TTY=SCD;TTY=GPCK;TTY=BPCK) or its ingredient-only subset.
medication-gsn,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-gsn,064480,zinc mth-copper-saw palm-gnsg [Prostate Health Formula],,http://www.nlm.nih.gov/research/umls/rxnorm,no-suitable-concept,"code-search proposed 236344 'saw palmetto extract' at 0.70, below the 0.85 threshold."
medication-gsn,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-gsn,003068,herbal drugs,,http://www.nlm.nih.gov/research/umls/rxnorm,no-suitable-concept,code-search returned no match within (http://www.nlm.nih.gov/research/umls/rxnorm)(TTY=IN;TTY=PIN;TTY=MIN;TTY=BN;TTY=SCD;TTY=GPCK;TTY=BPCK) or its ingredient-only subset.
medication-gsn,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-gsn,011554,nebulizers [Pari LC D Nebulizer],,http://www.nlm.nih.gov/research/umls/rxnorm,no-suitable-concept,code-search returned no match within (http://www.nlm.nih.gov/research/umls/rxnorm)(TTY=IN;TTY=PIN;TTY=MIN;TTY=BN;TTY=SCD;TTY=GPCK;TTY=BPCK) or its ingredient-only subset.
medication-gsn,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-gsn,008036,Mucinex Full Force,,http://www.nlm.nih.gov/research/umls/rxnorm,no-suitable-concept,"code-search proposed 5032 'guaifenesin' at 0.70, below the 0.85 threshold."
medication-gsn,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-gsn,013755,Replete/Fiber,,http://www.nlm.nih.gov/research/umls/rxnorm,no-suitable-concept,code-search returned no match within (http://www.nlm.nih.gov/research/umls/rxnorm)(TTY=IN;TTY=PIN;TTY=MIN;TTY=BN;TTY=SCD;TTY=GPCK;TTY=BPCK) or its ingredient-only subset.
medication-gsn,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-gsn,079193,Centrum Chewables,,http://www.nlm.nih.gov/research/umls/rxnorm,no-suitable-concept,code-search returned no match within (http://www.nlm.nih.gov/research/umls/rxnorm)(TTY=IN;TTY=PIN;TTY=MIN;TTY=BN;TTY=SCD;TTY=GPCK;TTY=BPCK) or its ingredient-only subset.
medication-gsn,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-gsn,049356,Insulin Syringes (Disposable),,http://www.nlm.nih.gov/research/umls/rxnorm,no-suitable-concept,code-search returned no match within (http://www.nlm.nih.gov/research/umls/rxnorm)(TTY=IN;TTY=PIN;TTY=MIN;TTY=BN;TTY=SCD;TTY=GPCK;TTY=BPCK) or its ingredient-only subset.
medication-gsn,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-gsn,053498,Slow Release Iron,,http://www.nlm.nih.gov/research/umls/rxnorm,no-suitable-concept,"code-search proposed 90176 'iron' at 0.82, below the 0.85 threshold."
medication-gsn,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-gsn,069862,Pro-Stat Profile,,http://www.nlm.nih.gov/research/umls/rxnorm,no-suitable-concept,code-search returned no match within (http://www.nlm.nih.gov/research/umls/rxnorm)(TTY=IN;TTY=PIN;TTY=MIN;TTY=BN;TTY=SCD;TTY=GPCK;TTY=BPCK) or its ingredient-only subset.
medication-gsn,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-gsn,072334,Falessa,,http://www.nlm.nih.gov/research/umls/rxnorm,no-suitable-concept,code-search returned no match within (http://www.nlm.nih.gov/research/umls/rxnorm)(TTY=IN;TTY=PIN;TTY=MIN;TTY=BN;TTY=SCD;TTY=GPCK;TTY=BPCK) or its ingredient-only subset.
medication-gsn,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-gsn,061090,Ayr Allergy & Sinus,,http://www.nlm.nih.gov/research/umls/rxnorm,no-suitable-concept,code-search returned no match within (http://www.nlm.nih.gov/research/umls/rxnorm)(TTY=IN;TTY=PIN;TTY=MIN;TTY=BN;TTY=SCD;TTY=GPCK;TTY=BPCK) or its ingredient-only subset.
medication-gsn,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-gsn,064889,"syringe-needle,safety,disp unt [SafeSnap Syringe]",,http://www.nlm.nih.gov/research/umls/rxnorm,no-suitable-concept,code-search returned no match within (http://www.nlm.nih.gov/research/umls/rxnorm)(TTY=IN;TTY=PIN;TTY=MIN;TTY=BN;TTY=SCD;TTY=GPCK;TTY=BPCK) or its ingredient-only subset.
medication-gsn,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-gsn,014962,Aloe Vesta 2-n-1 Protective,,http://www.nlm.nih.gov/research/umls/rxnorm,no-suitable-concept,"code-search proposed 866788 'Aloe Vesta Protective Barrier' at 0.70, below the 0.85 threshold."
