stream,source_system,mimic_code,mimic_display,expected_code,expected_system,reason,comment
medication-etc,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-etc,00006654,"Skeletal Muscle Relaxant, Salicylate, and Opioid Analgesic Comb.",,http://snomed.info/sct,no-suitable-concept,code-search returned no match within SNOMED CT <<105590001.
medication-etc,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-etc,00002543,Antianxiety Agent - Dicarbamate Type,,http://snomed.info/sct,no-suitable-concept,"code-search proposed 372617007 'Carbamate sedative' at 0.75, below the 0.8 threshold."
medication-etc,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-etc,00002876,Dermatological - Keratoplastic Tar Products,,http://snomed.info/sct,no-suitable-concept,code-search proposed 52423008 'Tar (product)' at 0.85 but that code is not a member of SNOMED CT <<105590001.
medication-etc,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-etc,00001132,Medical Supplies and DME - Parenteral Therapy Supplies,,http://snomed.info/sct,no-suitable-concept,code-search returned no match within SNOMED CT <<105590001.
medication-etc,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-etc,00000824,Platelet Aggregation Inhibitor Combinations,,http://snomed.info/sct,no-suitable-concept,"code-search proposed 771452004 'Platelet aggregation inhibitor' at 0.70, below the 0.8 threshold."
medication-etc,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-etc,00000553,Anorexiant Combinations,,http://snomed.info/sct,no-suitable-concept,"code-search proposed 373335004 'Centrally acting appetite suppressant' at 0.60, below the 0.8 threshold."
medication-etc,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-etc,00006491,Phosphate Binders - Iron-based,,http://snomed.info/sct,no-suitable-concept,"code-search proposed 763035003 'Ferric citrate' at 0.70, below the 0.8 threshold."
medication-etc,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-etc,00003337,Dermatological - Antiseborrheic,,http://snomed.info/sct,no-suitable-concept,code-search returned no match within SNOMED CT <<105590001.
medication-etc,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-etc,00002574,Contraceptive Intrauterine - Progesterone IUD,,http://snomed.info/sct,no-suitable-concept,code-search returned no match within SNOMED CT <<105590001.
medication-etc,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-etc,00003649,Salicylate Analgesic Combinations,,http://snomed.info/sct,no-suitable-concept,code-search returned no match within SNOMED CT <<105590001.
medication-etc,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-etc,00005687,Non-Opioid Antitussive-Expectorant Combinations,,http://snomed.info/sct,no-suitable-concept,"code-search proposed 372791003 'Antitussive agent' at 0.60, below the 0.8 threshold."
medication-etc,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-etc,00004552,Vitamins - Folic Acid Combinations,,http://snomed.info/sct,no-suitable-concept,"code-search proposed 63718003 'Folic acid' at 0.70, below the 0.8 threshold."
medication-etc,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-etc,00000960,"Dermatological - Antiviral, Herpes",,http://snomed.info/sct,no-suitable-concept,"code-search proposed 372701006 'Substance with antiviral mechanism of action' at 0.70, below the 0.8 threshold."
medication-etc,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-etc,00002856,Antineoplastic - Antibody-Drug Conjugates (ADCs),,http://snomed.info/sct,no-suitable-concept,"code-search proposed 372688009 'Antineoplastic agent' at 0.50, below the 0.8 threshold."
medication-etc,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-etc,00003926,NSAID Analgesics (COX Non-Specific) - Anthranilic Acid Derivatives,,http://snomed.info/sct,no-suitable-concept,code-search returned no match within SNOMED CT <<105590001.
medication-etc,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-etc,00004604,"Periodontal Product - Tetracycline-Type, Collagenase Inhibitors",,http://snomed.info/sct,no-suitable-concept,code-search returned no match within SNOMED CT <<105590001.
medication-etc,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-etc,00003156,Nasal Moisturizer Combinations,,http://snomed.info/sct,no-suitable-concept,code-search returned no match within SNOMED CT <<105590001.
medication-etc,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-etc,00006206,Angiotensin II Receptor Blocker (ARB)-Calcium Channel Blocker-Diuretic,,http://snomed.info/sct,no-suitable-concept,"code-search proposed 372913009 'Angiotensin II receptor antagonist' at 0.70, below the 0.8 threshold."
medication-etc,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-etc,00006238,BPH Agent- 5-alpha Reductase Inhib and alpha-1 Adrenoceptor Antag Comb,,http://snomed.info/sct,no-suitable-concept,code-search returned no match within SNOMED CT <<105590001.
medication-etc,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-etc,00000589,Analgesic Opioid Hydrocodone Combinations,,http://snomed.info/sct,no-suitable-concept,"code-search proposed 372671002 'Hydrocodone' at 0.62, below the 0.8 threshold."
medication-etc,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-etc,00006884,"Sickle Cell Anemia Agents, Others",,http://snomed.info/sct,no-suitable-concept,"code-search proposed 387314007 'Hydroxycarbamide' at 0.50, below the 0.8 threshold."
medication-etc,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-etc,00001018,Dermatological - Eyelid Cleansers,,http://snomed.info/sct,no-suitable-concept,code-search returned no match within SNOMED CT <<105590001.
medication-etc,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-etc,00003334,Dermatological - Antibacterial-Local Anesthetic Combinations,,http://snomed.info/sct,no-suitable-concept,code-search returned no match within SNOMED CT <<105590001.
medication-etc,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-etc,00000342,Non-Opioid Antitussive-Decongestant Combinations,,http://snomed.info/sct,no-suitable-concept,"code-search proposed 372791003 'Antitussive agent' at 0.70, below the 0.8 threshold."
medication-etc,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-etc,00000324,Mucolytics,,http://snomed.info/sct,no-suitable-concept,code-search returned no match within SNOMED CT <<105590001.
medication-etc,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-etc,00000935,Anorectal - Hemorrhoidal Combinations Other,,http://snomed.info/sct,no-suitable-concept,code-search returned no match within SNOMED CT <<105590001.
medication-etc,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-etc,00005760,"Antidepressant- SSRI and Atypical Antipsych,Dopamine,Serotonin Antagon",,http://snomed.info/sct,no-suitable-concept,"code-search proposed 373225007 'Selective serotonin re-uptake inhibitor' at 0.70, below the 0.8 threshold."
medication-etc,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-etc,00006642,Appetite Stimulants - Cannabinoids,,http://snomed.info/sct,no-suitable-concept,"code-search proposed 771355003 'Cannabinoid receptor agonist' at 0.75, below the 0.8 threshold."
medication-etc,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-etc,00006649,GI Antispasmodic and Benzodiazepine Combinations,,http://snomed.info/sct,no-suitable-concept,code-search returned no match within SNOMED CT <<105590001.
medication-etc,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-etc,00006295,Anticonvulsant - Potassium Channel Opener,,http://snomed.info/sct,no-suitable-concept,"code-search proposed 771376008 'Potassium channel activator' at 0.75, below the 0.8 threshold."
medication-etc,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-etc,00000774,Anorexiant Nutritional Supplements (Diet Aids),,http://snomed.info/sct,no-suitable-concept,"code-search proposed 373335004 'Centrally acting appetite suppressant' at 0.60, below the 0.8 threshold."
medication-etc,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-etc,00005645,"Skin Replacement, Live Tissue Dressings",,http://snomed.info/sct,no-suitable-concept,code-search returned no match within SNOMED CT <<105590001.
medication-etc,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-etc,00006519,Alzheimer's Thx - NMDA Receptor Antag. and Cholinesterase Inhib. Comb,,http://snomed.info/sct,no-suitable-concept,code-search returned no match within SNOMED CT <<105590001.
medication-etc,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-etc,00001233,Pharmaceutical Adjuvant - Liquid Vehicles Other,,http://snomed.info/sct,no-suitable-concept,"code-search proposed 418804003 'Pharmaceutical fluid or solution agent' at 0.75, below the 0.8 threshold."
medication-etc,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-etc,00000984,Dermatological - Keratolytic-Antimitotic Combinations,,http://snomed.info/sct,no-suitable-concept,code-search returned no match within SNOMED CT <<105590001.
medication-etc,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-etc,00003646,Analgesic or Antipyretic Non-Opioid Combinations Other,,http://snomed.info/sct,no-suitable-concept,code-search returned no match within SNOMED CT <<105590001.
medication-etc,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-etc,00002872,Antineoplastic - Alkylating Agent - Nitrogen Mustard with Rescue Agent,,http://snomed.info/sct,no-suitable-concept,"code-search proposed 372609004 'Nitrogen mustard derivative' at 0.70, below the 0.8 threshold."
medication-etc,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-etc,00006408,Pulmonary Fibrosis Treatment Agents - Antifibrotic Therapy,,http://snomed.info/sct,no-suitable-concept,"code-search proposed 439581000 'Pirfenidone' at 0.70, below the 0.8 threshold."
medication-etc,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-etc,00001231,Pharmaceutical Adjuvant - Oral Vehicles,,http://snomed.info/sct,no-suitable-concept,code-search returned no match within SNOMED CT <<105590001.
medication-etc,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-etc,00005849,Antiretroviral - Nucleoside and Nucleotide Analog RTIs Combinations,,http://snomed.info/sct,no-suitable-concept,"code-search proposed 372531002 'Substance with reverse transcriptase inhibitor mechanism of action' at 0.75, below the 0.8 threshold."
medication-etc,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-etc,00003360,Dermatological - Local Anesthetic Gas Combinations,,http://snomed.info/sct,no-suitable-concept,"code-search proposed 22005007 'Ethyl chloride' at 0.70, below the 0.8 threshold."
medication-etc,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-etc,00003350,Dermatological - Depigmenting Agents,,http://snomed.info/sct,no-suitable-concept,"code-search proposed 387422001 'Hydroquinone' at 0.60, below the 0.8 threshold."
medication-etc,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-etc,00000371,Asthma Therapy - Inhaled Corticosteroids (Glucocorticoids),,http://snomed.info/sct,no-suitable-concept,"code-search proposed 419933005 'Glucocorticoid' at 0.75, below the 0.8 threshold."
medication-etc,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-etc,00003244,Otic (Ear)- Anti-infective-Glucocorticoid-Local Anesthetic Combination,,http://snomed.info/sct,no-suitable-concept,code-search returned no match within SNOMED CT <<105590001.
medication-etc,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-etc,00006200,"Antipsoriatic Agents - Interleukin 12 and IL-23 Inhibitors,MC Antibody",,http://snomed.info/sct,no-suitable-concept,"code-search proposed 443465002 'Ustekinumab' at 0.72, below the 0.8 threshold."
medication-etc,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-etc,00003221,Artificial Tears and Lubricant Combinations,,http://snomed.info/sct,no-suitable-concept,code-search returned no match within SNOMED CT <<105590001.
medication-etc,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-etc,00006159,Diluents - Sterile Water for Injection,,http://snomed.info/sct,no-suitable-concept,code-search proposed 1429021000168105 'Sterile water for injection' at 0.97 but that concept is inactive or outside the SNOMED CT international core module.
medication-etc,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-etc,00001133,Medical Supplies and DME - Needles and Syringes,,http://snomed.info/sct,no-suitable-concept,code-search returned no match within SNOMED CT <<105590001.
medication-etc,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-etc,00000874,Ophthalmic - Irrigation Solutions,,http://snomed.info/sct,no-suitable-concept,code-search proposed 785899003 'Solution for ocular irrigation' at 0.80 but that code is not a member of SNOMED CT <<105590001.
medication-etc,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-etc,00006049,Nutritional Product - MSUD Specific Formulation,,http://snomed.info/sct,no-suitable-concept,"code-search proposed 673941000168102 'Amino acid formula without valine, leucine and isoleucine' at 0.85 but that concept is inactive or outside the SNOMED CT international core module."
medication-etc,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-etc,00001224,Pharmaceutical Adjuvant - Tableting,,http://snomed.info/sct,no-suitable-concept,code-search returned no match within SNOMED CT <<105590001.
medication-etc,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-etc,00006152,Dextrose Solutions,,http://snomed.info/sct,no-suitable-concept,code-search proposed 785369003 'Glucose only product in parenteral dose form' at 0.80 but that code is not a member of SNOMED CT <<105590001.
medication-etc,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-etc,00000109,Antineoplastic - LHRH (GnRH) Agonist Analog Pituitary Suppressants,,http://snomed.info/sct,no-suitable-concept,code-search returned no match within SNOMED CT <<105590001.
medication-etc,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-etc,00006263,Platelet Aggregation Inhib - Cyclopentyl-triazolo-pyrimidines (CPTPs),,http://snomed.info/sct,no-suitable-concept,"code-search proposed 771452004 'Platelet aggregation inhibitor' at 0.75, below the 0.8 threshold."
medication-etc,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-etc,00003929,NSAID Analgesics (COX Non-Specific) - Phenylacetic Acid Derivatives,,http://snomed.info/sct,no-suitable-concept,"code-search proposed 372665008 'Non-steroidal anti-inflammatory agent' at 0.70, below the 0.8 threshold."
medication-etc,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-etc,00006471,"Inflammatory Bowel Agent - Integrin Receptor Antagonist, MC Antibody",,http://snomed.info/sct,no-suitable-concept,"code-search proposed 704256006 'Vedolizumab' at 0.75, below the 0.8 threshold."
medication-etc,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-etc,00000753,Minerals and Electrolytes - Oral Electrolytes,,http://snomed.info/sct,no-suitable-concept,"code-search proposed 86355000 'Electrolyte' at 0.50, below the 0.8 threshold."
medication-etc,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-etc,00006398,LHRH (GnRH) Agonist Analog Pituitary Supp. and Progestin Comb.,,http://snomed.info/sct,no-suitable-concept,"code-search proposed 49869009 'Gonadotropin releasing factor' at 0.60, below the 0.8 threshold."
medication-etc,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-etc,00000360,Antitussive-Antihistamine-Analgesic-Expectorant Combinations,,http://snomed.info/sct,no-suitable-concept,code-search returned no match within SNOMED CT <<105590001.
medication-etc,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-etc,00005756,NSAID Analgesic and Proton Pump Inhibitor Combinations,,http://snomed.info/sct,no-suitable-concept,"code-search proposed 372665008 'Non-steroidal anti-inflammatory agent' at 0.70, below the 0.8 threshold."
medication-etc,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-etc,00006346,Dermatological - Glucocorticoid-Skin Cleanser Combinations,,http://snomed.info/sct,no-suitable-concept,code-search returned no match within SNOMED CT <<105590001.
medication-etc,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-etc,00003115,Vaginal Antiseptics,,http://snomed.info/sct,no-suitable-concept,"code-search proposed 1363047005 'Antiseptic and/or disinfectant' at 0.75, below the 0.8 threshold."
medication-etc,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-etc,00003178,Asthma/COPD Therapy - Beta Adrenergic-Anticholinergic Combinations,,http://snomed.info/sct,no-suitable-concept,code-search returned no match within SNOMED CT <<105590001.
medication-etc,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-etc,00001160,Medical Supplies and DME - Feeding Tubes and Supplies,,http://snomed.info/sct,no-suitable-concept,code-search returned no match within SNOMED CT <<105590001.
medication-etc,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-etc,00006199,Anticonvulsant - Functionalized Amino Acid,,http://snomed.info/sct,no-suitable-concept,"code-search proposed 386845007 'Gabapentin' at 0.70, below the 0.8 threshold."
medication-etc,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-etc,00000561,"Attention Deficit-Hyperactivity (ADHD) Therapy, Stimulant-Type",,http://snomed.info/sct,no-suitable-concept,"code-search proposed 372620004 'Central stimulant' at 0.75, below the 0.8 threshold."
medication-etc,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-etc,00005770,Non-Opioid Antitussive-1st Gen.Antihistamine-Decongestant Combinations,,http://snomed.info/sct,no-suitable-concept,"code-search proposed 372791003 'Antitussive agent' at 0.60, below the 0.8 threshold."
medication-etc,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-etc,00001227,Pharmaceutical Adjuvant - Oral Thickening Agents,,http://snomed.info/sct,no-suitable-concept,code-search returned no match within SNOMED CT <<105590001.
medication-etc,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-etc,00006752,"Migraine Therapy - CGRP Ligand Blocker, Monoclonal Antibody",,http://snomed.info/sct,no-suitable-concept,"code-search proposed 771595002 'Calcitonin gene-related peptide receptor antagonist' at 0.75, below the 0.8 threshold."
medication-etc,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-etc,00005852,"Urinary Antispasmodic - Anticholinergics, Non-Selective",,http://snomed.info/sct,no-suitable-concept,"code-search proposed 373293005 'Antispasmodic' at 0.70, below the 0.8 threshold."
medication-etc,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-etc,00006147,Mouth and Throat - Non-Opioid Antitussive - Local Anesthetic Combos,,http://snomed.info/sct,no-suitable-concept,"code-search proposed 372791003 'Antitussive agent' at 0.50, below the 0.8 threshold."
medication-etc,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-etc,00006707,Ophthalmic - Antibacterial-Glucocorticoid-NSAID Combinations,,http://snomed.info/sct,no-suitable-concept,code-search returned no match within SNOMED CT <<105590001.
medication-etc,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-etc,00005813,"Non-Opioid Antitus-1st Gen Antihist.-Decongest-Analgesic,Non-Salicylat",,http://snomed.info/sct,no-suitable-concept,"code-search proposed 372791003 'Antitussive agent' at 0.70, below the 0.8 threshold."
medication-etc,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-etc,00006121,"Medical Supplies and DME - Crutches, Walkers, and related devices",,http://snomed.info/sct,no-suitable-concept,code-search returned no match within SNOMED CT <<105590001.
