stream,source_system,mimic_code,mimic_display,expected_code,expected_system,reason,comment
units,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-units,100,100,,http://unitsofmeasure.org,no-suitable-concept,"Records a quantity or an ETL accident rather than a unit of measure — it carries a digit, a backslash, a tilde or an asterisk, or is wrapped in parentheses. Declined by a stated rule applied uniformly to every source string no explicit answer above covers, rather than row by row. Where a whole dose was written into the unit column (`(1,000 mg)`, `mEq / 250 mL NS`) the fix is in the ETL that filled it, not here: a ConceptMap can supply a unit, never split a value out of one."
units,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-units,"(1,000 mg)","(1,000 mg)",,http://unitsofmeasure.org,no-suitable-concept,"Records a quantity or an ETL accident rather than a unit of measure — it carries a digit, a backslash, a tilde or an asterisk, or is wrapped in parentheses. Declined by a stated rule applied uniformly to every source string no explicit answer above covers, rather than row by row. Where a whole dose was written into the unit column (`(1,000 mg)`, `mEq / 250 mL NS`) the fix is in the ETL that filled it, not here: a ConceptMap can supply a unit, never split a value out of one."
units,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-units,1000ML NS,1000ML NS,,http://unitsofmeasure.org,no-suitable-concept,"Records a quantity or an ETL accident rather than a unit of measure — it carries a digit, a backslash, a tilde or an asterisk, or is wrapped in parentheses. Declined by a stated rule applied uniformly to every source string no explicit answer above covers, rather than row by row. Where a whole dose was written into the unit column (`(1,000 mg)`, `mEq / 250 mL NS`) the fix is in the ETL that filled it, not here: a ConceptMap can supply a unit, never split a value out of one."
units,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-units,(100 mcg/mL),(100 mcg/mL),,http://unitsofmeasure.org,no-suitable-concept,"Records a quantity or an ETL accident rather than a unit of measure — it carries a digit, a backslash, a tilde or an asterisk, or is wrapped in parentheses. Declined by a stated rule applied uniformly to every source string no explicit answer above covers, rather than row by row. Where a whole dose was written into the unit column (`(1,000 mg)`, `mEq / 250 mL NS`) the fix is in the ETL that filled it, not here: a ConceptMap can supply a unit, never split a value out of one."
units,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-units,"-109,000 unit","-109,000 unit",,http://unitsofmeasure.org,no-suitable-concept,"Records a quantity or an ETL accident rather than a unit of measure — it carries a digit, a backslash, a tilde or an asterisk, or is wrapped in parentheses. Declined by a stated rule applied uniformly to every source string no explicit answer above covers, rather than row by row. Where a whole dose was written into the unit column (`(1,000 mg)`, `mEq / 250 mL NS`) the fix is in the ETL that filled it, not here: a ConceptMap can supply a unit, never split a value out of one."
units,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-units,(10 mg/mL),(10 mg/mL),,http://unitsofmeasure.org,no-suitable-concept,"Records a quantity or an ETL accident rather than a unit of measure — it carries a digit, a backslash, a tilde or an asterisk, or is wrapped in parentheses. Declined by a stated rule applied uniformly to every source string no explicit answer above covers, rather than row by row. Where a whole dose was written into the unit column (`(1,000 mg)`, `mEq / 250 mL NS`) the fix is in the ETL that filled it, not here: a ConceptMap can supply a unit, never split a value out of one."
units,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-units,-120000 unit,-120000 unit,,http://unitsofmeasure.org,no-suitable-concept,"Records a quantity or an ETL accident rather than a unit of measure — it carries a digit, a backslash, a tilde or an asterisk, or is wrapped in parentheses. Declined by a stated rule applied uniformly to every source string no explicit answer above covers, rather than row by row. Where a whole dose was written into the unit column (`(1,000 mg)`, `mEq / 250 mL NS`) the fix is in the ETL that filled it, not here: a ConceptMap can supply a unit, never split a value out of one."
units,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-units,(1250 mg),(1250 mg),,http://unitsofmeasure.org,no-suitable-concept,"Records a quantity or an ETL accident rather than a unit of measure — it carries a digit, a backslash, a tilde or an asterisk, or is wrapped in parentheses. Declined by a stated rule applied uniformly to every source string no explicit answer above covers, rather than row by row. Where a whole dose was written into the unit column (`(1,000 mg)`, `mEq / 250 mL NS`) the fix is in the ETL that filled it, not here: a ConceptMap can supply a unit, never split a value out of one."
units,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-units,-125 unit,-125 unit,,http://unitsofmeasure.org,no-suitable-concept,"Records a quantity or an ETL accident rather than a unit of measure — it carries a digit, a backslash, a tilde or an asterisk, or is wrapped in parentheses. Declined by a stated rule applied uniformly to every source string no explicit answer above covers, rather than row by row. Where a whole dose was written into the unit column (`(1,000 mg)`, `mEq / 250 mL NS`) the fix is in the ETL that filled it, not here: a ConceptMap can supply a unit, never split a value out of one."
units,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-units,-12 gram/160 mL,-12 gram/160 mL,,http://unitsofmeasure.org,no-suitable-concept,"Records a quantity or an ETL accident rather than a unit of measure — it carries a digit, a backslash, a tilde or an asterisk, or is wrapped in parentheses. Declined by a stated rule applied uniformly to every source string no explicit answer above covers, rather than row by row. Where a whole dose was written into the unit column (`(1,000 mg)`, `mEq / 250 mL NS`) the fix is in the ETL that filled it, not here: a ConceptMap can supply a unit, never split a value out of one."
units,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-units,150,150,,http://unitsofmeasure.org,no-suitable-concept,"Records a quantity or an ETL accident rather than a unit of measure — it carries a digit, a backslash, a tilde or an asterisk, or is wrapped in parentheses. Declined by a stated rule applied uniformly to every source string no explicit answer above covers, rather than row by row. Where a whole dose was written into the unit column (`(1,000 mg)`, `mEq / 250 mL NS`) the fix is in the ETL that filled it, not here: a ConceptMap can supply a unit, never split a value out of one."
units,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-units,15000 unit,15000 unit,,http://unitsofmeasure.org,no-suitable-concept,"Records a quantity or an ETL accident rather than a unit of measure — it carries a digit, a backslash, a tilde or an asterisk, or is wrapped in parentheses. Declined by a stated rule applied uniformly to every source string no explicit answer above covers, rather than row by row. Where a whole dose was written into the unit column (`(1,000 mg)`, `mEq / 250 mL NS`) the fix is in the ETL that filled it, not here: a ConceptMap can supply a unit, never split a value out of one."
units,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-units,"180,000 unit","180,000 unit",,http://unitsofmeasure.org,no-suitable-concept,"Records a quantity or an ETL accident rather than a unit of measure — it carries a digit, a backslash, a tilde or an asterisk, or is wrapped in parentheses. Declined by a stated rule applied uniformly to every source string no explicit answer above covers, rather than row by row. Where a whole dose was written into the unit column (`(1,000 mg)`, `mEq / 250 mL NS`) the fix is in the ETL that filled it, not here: a ConceptMap can supply a unit, never split a value out of one."
units,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-units,180000 unit,180000 unit,,http://unitsofmeasure.org,no-suitable-concept,"Records a quantity or an ETL accident rather than a unit of measure — it carries a digit, a backslash, a tilde or an asterisk, or is wrapped in parentheses. Declined by a stated rule applied uniformly to every source string no explicit answer above covers, rather than row by row. Where a whole dose was written into the unit column (`(1,000 mg)`, `mEq / 250 mL NS`) the fix is in the ETL that filled it, not here: a ConceptMap can supply a unit, never split a value out of one."
units,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-units,(18 mg/3 mL),(18 mg/3 mL),,http://unitsofmeasure.org,no-suitable-concept,"Records a quantity or an ETL accident rather than a unit of measure — it carries a digit, a backslash, a tilde or an asterisk, or is wrapped in parentheses. Declined by a stated rule applied uniformly to every source string no explicit answer above covers, rather than row by row. Where a whole dose was written into the unit column (`(1,000 mg)`, `mEq / 250 mL NS`) the fix is in the ETL that filled it, not here: a ConceptMap can supply a unit, never split a value out of one."
units,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-units,1 mg/mL,1 mg/mL,,http://unitsofmeasure.org,no-suitable-concept,"Records a quantity or an ETL accident rather than a unit of measure — it carries a digit, a backslash, a tilde or an asterisk, or is wrapped in parentheses. Declined by a stated rule applied uniformly to every source string no explicit answer above covers, rather than row by row. Where a whole dose was written into the unit column (`(1,000 mg)`, `mEq / 250 mL NS`) the fix is in the ETL that filled it, not here: a ConceptMap can supply a unit, never split a value out of one."
units,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-units,200,200,,http://unitsofmeasure.org,no-suitable-concept,"Records a quantity or an ETL accident rather than a unit of measure — it carries a digit, a backslash, a tilde or an asterisk, or is wrapped in parentheses. Declined by a stated rule applied uniformly to every source string no explicit answer above covers, rather than row by row. Where a whole dose was written into the unit column (`(1,000 mg)`, `mEq / 250 mL NS`) the fix is in the ETL that filled it, not here: a ConceptMap can supply a unit, never split a value out of one."
units,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-units,-200 mg,-200 mg,,http://unitsofmeasure.org,no-suitable-concept,"Records a quantity or an ETL accident rather than a unit of measure — it carries a digit, a backslash, a tilde or an asterisk, or is wrapped in parentheses. Declined by a stated rule applied uniformly to every source string no explicit answer above covers, rather than row by row. Where a whole dose was written into the unit column (`(1,000 mg)`, `mEq / 250 mL NS`) the fix is in the ETL that filled it, not here: a ConceptMap can supply a unit, never split a value out of one."
units,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-units,(21)/75 mg (7),(21)/75 mg (7),,http://unitsofmeasure.org,no-suitable-concept,"Records a quantity or an ETL accident rather than a unit of measure — it carries a digit, a backslash, a tilde or an asterisk, or is wrapped in parentheses. Declined by a stated rule applied uniformly to every source string no explicit answer above covers, rather than row by row. Where a whole dose was written into the unit column (`(1,000 mg)`, `mEq / 250 mL NS`) the fix is in the ETL that filled it, not here: a ConceptMap can supply a unit, never split a value out of one."
units,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-units,(24)/75 mg (4),(24)/75 mg (4),,http://unitsofmeasure.org,no-suitable-concept,"Records a quantity or an ETL accident rather than a unit of measure — it carries a digit, a backslash, a tilde or an asterisk, or is wrapped in parentheses. Declined by a stated rule applied uniformly to every source string no explicit answer above covers, rather than row by row. Where a whole dose was written into the unit column (`(1,000 mg)`, `mEq / 250 mL NS`) the fix is in the ETL that filled it, not here: a ConceptMap can supply a unit, never split a value out of one."
units,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-units,250,250,,http://unitsofmeasure.org,no-suitable-concept,"Records a quantity or an ETL accident rather than a unit of measure — it carries a digit, a backslash, a tilde or an asterisk, or is wrapped in parentheses. Declined by a stated rule applied uniformly to every source string no explicit answer above covers, rather than row by row. Where a whole dose was written into the unit column (`(1,000 mg)`, `mEq / 250 mL NS`) the fix is in the ETL that filled it, not here: a ConceptMap can supply a unit, never split a value out of one."
units,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-units,(25 mg/2.5gram),(25 mg/2.5gram),,http://unitsofmeasure.org,no-suitable-concept,"Records a quantity or an ETL accident rather than a unit of measure — it carries a digit, a backslash, a tilde or an asterisk, or is wrapped in parentheses. Declined by a stated rule applied uniformly to every source string no explicit answer above covers, rather than row by row. Where a whole dose was written into the unit column (`(1,000 mg)`, `mEq / 250 mL NS`) the fix is in the ETL that filled it, not here: a ConceptMap can supply a unit, never split a value out of one."
units,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-units,(2 mg/mL),(2 mg/mL),,http://unitsofmeasure.org,no-suitable-concept,"Records a quantity or an ETL accident rather than a unit of measure — it carries a digit, a backslash, a tilde or an asterisk, or is wrapped in parentheses. Declined by a stated rule applied uniformly to every source string no explicit answer above covers, rather than row by row. Where a whole dose was written into the unit column (`(1,000 mg)`, `mEq / 250 mL NS`) the fix is in the ETL that filled it, not here: a ConceptMap can supply a unit, never split a value out of one."
units,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-units,300,300,,http://unitsofmeasure.org,no-suitable-concept,"Records a quantity or an ETL accident rather than a unit of measure — it carries a digit, a backslash, a tilde or an asterisk, or is wrapped in parentheses. Declined by a stated rule applied uniformly to every source string no explicit answer above covers, rather than row by row. Where a whole dose was written into the unit column (`(1,000 mg)`, `mEq / 250 mL NS`) the fix is in the ETL that filled it, not here: a ConceptMap can supply a unit, never split a value out of one."
units,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-units,(300 mcg),(300 mcg),,http://unitsofmeasure.org,no-suitable-concept,"Records a quantity or an ETL accident rather than a unit of measure — it carries a digit, a backslash, a tilde or an asterisk, or is wrapped in parentheses. Declined by a stated rule applied uniformly to every source string no explicit answer above covers, rather than row by row. Where a whole dose was written into the unit column (`(1,000 mg)`, `mEq / 250 mL NS`) the fix is in the ETL that filled it, not here: a ConceptMap can supply a unit, never split a value out of one."
units,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-units,350,350,,http://unitsofmeasure.org,no-suitable-concept,"Records a quantity or an ETL accident rather than a unit of measure — it carries a digit, a backslash, a tilde or an asterisk, or is wrapped in parentheses. Declined by a stated rule applied uniformly to every source string no explicit answer above covers, rather than row by row. Where a whole dose was written into the unit column (`(1,000 mg)`, `mEq / 250 mL NS`) the fix is in the ETL that filled it, not here: a ConceptMap can supply a unit, never split a value out of one."
units,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-units,(3 mL),(3 mL),,http://unitsofmeasure.org,no-suitable-concept,"Records a quantity or an ETL accident rather than a unit of measure — it carries a digit, a backslash, a tilde or an asterisk, or is wrapped in parentheses. Declined by a stated rule applied uniformly to every source string no explicit answer above covers, rather than row by row. Where a whole dose was written into the unit column (`(1,000 mg)`, `mEq / 250 mL NS`) the fix is in the ETL that filled it, not here: a ConceptMap can supply a unit, never split a value out of one."
units,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-units,400,400,,http://unitsofmeasure.org,no-suitable-concept,"Records a quantity or an ETL accident rather than a unit of measure — it carries a digit, a backslash, a tilde or an asterisk, or is wrapped in parentheses. Declined by a stated rule applied uniformly to every source string no explicit answer above covers, rather than row by row. Where a whole dose was written into the unit column (`(1,000 mg)`, `mEq / 250 mL NS`) the fix is in the ETL that filled it, not here: a ConceptMap can supply a unit, never split a value out of one."
units,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-units,450,450,,http://unitsofmeasure.org,no-suitable-concept,"Records a quantity or an ETL accident rather than a unit of measure — it carries a digit, a backslash, a tilde or an asterisk, or is wrapped in parentheses. Declined by a stated rule applied uniformly to every source string no explicit answer above covers, rather than row by row. Where a whole dose was written into the unit column (`(1,000 mg)`, `mEq / 250 mL NS`) the fix is in the ETL that filled it, not here: a ConceptMap can supply a unit, never split a value out of one."
units,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-units,(4 mg/mL),(4 mg/mL),,http://unitsofmeasure.org,no-suitable-concept,"Records a quantity or an ETL accident rather than a unit of measure — it carries a digit, a backslash, a tilde or an asterisk, or is wrapped in parentheses. Declined by a stated rule applied uniformly to every source string no explicit answer above covers, rather than row by row. Where a whole dose was written into the unit column (`(1,000 mg)`, `mEq / 250 mL NS`) the fix is in the ETL that filled it, not here: a ConceptMap can supply a unit, never split a value out of one."
units,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-units,4ML,4ML,,http://unitsofmeasure.org,no-suitable-concept,"Records a quantity or an ETL accident rather than a unit of measure — it carries a digit, a backslash, a tilde or an asterisk, or is wrapped in parentheses. Declined by a stated rule applied uniformly to every source string no explicit answer above covers, rather than row by row. Where a whole dose was written into the unit column (`(1,000 mg)`, `mEq / 250 mL NS`) the fix is in the ETL that filled it, not here: a ConceptMap can supply a unit, never split a value out of one."
units,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-units,50,50,,http://unitsofmeasure.org,no-suitable-concept,"Records a quantity or an ETL accident rather than a unit of measure — it carries a digit, a backslash, a tilde or an asterisk, or is wrapped in parentheses. Declined by a stated rule applied uniformly to every source string no explicit answer above covers, rather than row by row. Where a whole dose was written into the unit column (`(1,000 mg)`, `mEq / 250 mL NS`) the fix is in the ETL that filled it, not here: a ConceptMap can supply a unit, never split a value out of one."
units,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-units,500,500,,http://unitsofmeasure.org,no-suitable-concept,"Records a quantity or an ETL accident rather than a unit of measure — it carries a digit, a backslash, a tilde or an asterisk, or is wrapped in parentheses. Declined by a stated rule applied uniformly to every source string no explicit answer above covers, rather than row by row. Where a whole dose was written into the unit column (`(1,000 mg)`, `mEq / 250 mL NS`) the fix is in the ETL that filled it, not here: a ConceptMap can supply a unit, never split a value out of one."
units,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-units,(500 mg),(500 mg),,http://unitsofmeasure.org,no-suitable-concept,"Records a quantity or an ETL accident rather than a unit of measure — it carries a digit, a backslash, a tilde or an asterisk, or is wrapped in parentheses. Declined by a stated rule applied uniformly to every source string no explicit answer above covers, rather than row by row. Where a whole dose was written into the unit column (`(1,000 mg)`, `mEq / 250 mL NS`) the fix is in the ETL that filled it, not here: a ConceptMap can supply a unit, never split a value out of one."
units,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-units,%(50 mg/5 gram),%(50 mg/5 gram),,http://unitsofmeasure.org,no-suitable-concept,"Records a quantity or an ETL accident rather than a unit of measure — it carries a digit, a backslash, a tilde or an asterisk, or is wrapped in parentheses. Declined by a stated rule applied uniformly to every source string no explicit answer above covers, rather than row by row. Where a whole dose was written into the unit column (`(1,000 mg)`, `mEq / 250 mL NS`) the fix is in the ETL that filled it, not here: a ConceptMap can supply a unit, never split a value out of one."
units,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-units,(50 mg/5 gram),(50 mg/5 gram),,http://unitsofmeasure.org,no-suitable-concept,"Records a quantity or an ETL accident rather than a unit of measure — it carries a digit, a backslash, a tilde or an asterisk, or is wrapped in parentheses. Declined by a stated rule applied uniformly to every source string no explicit answer above covers, rather than row by row. Where a whole dose was written into the unit column (`(1,000 mg)`, `mEq / 250 mL NS`) the fix is in the ETL that filled it, not here: a ConceptMap can supply a unit, never split a value out of one."
units,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-units,50 units/ml,50 units/ml,,http://unitsofmeasure.org,no-suitable-concept,"Records a quantity or an ETL accident rather than a unit of measure — it carries a digit, a backslash, a tilde or an asterisk, or is wrapped in parentheses. Declined by a stated rule applied uniformly to every source string no explicit answer above covers, rather than row by row. Where a whole dose was written into the unit column (`(1,000 mg)`, `mEq / 250 mL NS`) the fix is in the ETL that filled it, not here: a ConceptMap can supply a unit, never split a value out of one."
units,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-units,550,550,,http://unitsofmeasure.org,no-suitable-concept,"Records a quantity or an ETL accident rather than a unit of measure — it carries a digit, a backslash, a tilde or an asterisk, or is wrapped in parentheses. Declined by a stated rule applied uniformly to every source string no explicit answer above covers, rather than row by row. Where a whole dose was written into the unit column (`(1,000 mg)`, `mEq / 250 mL NS`) the fix is in the ETL that filled it, not here: a ConceptMap can supply a unit, never split a value out of one."
units,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-units,600,600,,http://unitsofmeasure.org,no-suitable-concept,"Records a quantity or an ETL accident rather than a unit of measure — it carries a digit, a backslash, a tilde or an asterisk, or is wrapped in parentheses. Declined by a stated rule applied uniformly to every source string no explicit answer above covers, rather than row by row. Where a whole dose was written into the unit column (`(1,000 mg)`, `mEq / 250 mL NS`) the fix is in the ETL that filled it, not here: a ConceptMap can supply a unit, never split a value out of one."
units,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-units,-60000 unit,-60000 unit,,http://unitsofmeasure.org,no-suitable-concept,"Records a quantity or an ETL accident rather than a unit of measure — it carries a digit, a backslash, a tilde or an asterisk, or is wrapped in parentheses. Declined by a stated rule applied uniformly to every source string no explicit answer above covers, rather than row by row. Where a whole dose was written into the unit column (`(1,000 mg)`, `mEq / 250 mL NS`) the fix is in the ETL that filled it, not here: a ConceptMap can supply a unit, never split a value out of one."
units,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-units,60mg,60mg,,http://unitsofmeasure.org,no-suitable-concept,"Records a quantity or an ETL accident rather than a unit of measure — it carries a digit, a backslash, a tilde or an asterisk, or is wrapped in parentheses. Declined by a stated rule applied uniformly to every source string no explicit answer above covers, rather than row by row. Where a whole dose was written into the unit column (`(1,000 mg)`, `mEq / 250 mL NS`) the fix is in the ETL that filled it, not here: a ConceptMap can supply a unit, never split a value out of one."
units,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-units,(60 mg/mL),(60 mg/mL),,http://unitsofmeasure.org,no-suitable-concept,"Records a quantity or an ETL accident rather than a unit of measure — it carries a digit, a backslash, a tilde or an asterisk, or is wrapped in parentheses. Declined by a stated rule applied uniformly to every source string no explicit answer above covers, rather than row by row. Where a whole dose was written into the unit column (`(1,000 mg)`, `mEq / 250 mL NS`) the fix is in the ETL that filled it, not here: a ConceptMap can supply a unit, never split a value out of one."
units,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-units,61500 unit,61500 unit,,http://unitsofmeasure.org,no-suitable-concept,"Records a quantity or an ETL accident rather than a unit of measure — it carries a digit, a backslash, a tilde or an asterisk, or is wrapped in parentheses. Declined by a stated rule applied uniformly to every source string no explicit answer above covers, rather than row by row. Where a whole dose was written into the unit column (`(1,000 mg)`, `mEq / 250 mL NS`) the fix is in the ETL that filled it, not here: a ConceptMap can supply a unit, never split a value out of one."
units,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-units,(65 mg iron),(65 mg iron),,http://unitsofmeasure.org,no-suitable-concept,"Records a quantity or an ETL accident rather than a unit of measure — it carries a digit, a backslash, a tilde or an asterisk, or is wrapped in parentheses. Declined by a stated rule applied uniformly to every source string no explicit answer above covers, rather than row by row. Where a whole dose was written into the unit column (`(1,000 mg)`, `mEq / 250 mL NS`) the fix is in the ETL that filled it, not here: a ConceptMap can supply a unit, never split a value out of one."
units,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-units,(84)/10 mcg (7),(84)/10 mcg (7),,http://unitsofmeasure.org,no-suitable-concept,"Records a quantity or an ETL accident rather than a unit of measure — it carries a digit, a backslash, a tilde or an asterisk, or is wrapped in parentheses. Declined by a stated rule applied uniformly to every source string no explicit answer above covers, rather than row by row. Where a whole dose was written into the unit column (`(1,000 mg)`, `mEq / 250 mL NS`) the fix is in the ETL that filled it, not here: a ConceptMap can supply a unit, never split a value out of one."
units,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-units,AERA,AERA,,http://unitsofmeasure.org,no-suitable-concept,"A preparation descriptor rather than a quantity: it answers what kind of product this is, not how much was given. Unlike the countable dose forms it cannot be annotated, because annotating it would attach a number to something no number was recorded for."
units,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-units,AERO,AERO,,http://unitsofmeasure.org,no-suitable-concept,"A preparation descriptor rather than a quantity: it answers what kind of product this is, not how much was given. Unlike the countable dose forms it cannot be annotated, because annotating it would attach a number to something no number was recorded for."
units,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-units,bo,bo,,http://unitsofmeasure.org,no-suitable-concept,Not a unit. No expansion of this string is recorded in MIMIC.
units,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-units,BULK,BULK,,http://unitsofmeasure.org,no-suitable-concept,"A preparation descriptor rather than a quantity: it answers what kind of product this is, not how much was given. Unlike the countable dose forms it cannot be annotated, because annotating it would attach a number to something no number was recorded for."
units,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-units,CADD,CADD,,http://unitsofmeasure.org,no-suitable-concept,"A preparation descriptor rather than a quantity: it answers what kind of product this is, not how much was given. Unlike the countable dose forms it cannot be annotated, because annotating it would attach a number to something no number was recorded for."
units,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-units,CART,CART,,http://unitsofmeasure.org,no-suitable-concept,"A preparation descriptor rather than a quantity: it answers what kind of product this is, not how much was given. Unlike the countable dose forms it cannot be annotated, because annotating it would attach a number to something no number was recorded for."
